9,键盘本体做工不错，防尘盖很薄，感觉不结实，冰淇淋轴体肉肉的，超级舒服，gasket结构果然很好，赠送的五面热升华大键做工很细腻，好评，还会推荐朋友购买,预售V98Pro Box冰淇淋轴Pro 黑加仑
10,"耐用度：键帽的手感很好，还送了3个轴可以更换。
操作难度：轴体按下去时很轻松，不用太重按下去，回弹也好
外观颜值：外观小清新，很好看",预售V98Pro 蒸汽波轴Pro 海盐
1,键盘不错，性价比超级高 手感好 按键声音清脆 rgb灯效很棒 好评 大电池 用了一星期还不需要充电 三模链接也很好 小巧玲珑 外观好 还送了贴纸 响应速度快 这个价位杀疯了,V98Pro 极地狐轴 限定款 （预售）
2,"舒适度：入手很润
操作难度：驱动简单好用，说明也很清楚
外观颜值：很赞
响应速度：键程短，跟手还是不错的",预售V98Pro Box冰淇淋轴Pro 海盐
3,"舒适度：手感丝滑
外观颜值：非常耐看
响应速度：反应速度快，感觉不到有延迟

1号7点51分下单，18号晚出货，20号早上到，性价比超高，买到就是赚到",预售V98Pro Box冰淇淋轴Pro 海盐
4,"外观颜值：好看
舒适度：好用
键盘润滑很舒服，很好用，键程短，反应快，声音小。人体工学设计，打字不累，黑加仑配色，沉稳，非常好看！rgb灯光很好看，可以自定义！反应很快，2.4g与有线反应速度差不多，用起来很顺手！！！",预售V98Pro Box冰淇淋轴Pro 黑加仑
5,"耐用度：赶紧非常的结实 厚重
舒适度：手感非常不错 打字打游戏都很舒服
操作难度：可直接上手 完全没难度 不论是换轴还是键帽
外观颜值：非常好看 清新 耐看
响应速度：速度非常快 感觉和有线一样无延迟
非常好用的一把键盘 买了就让你再也不想使用其他的键盘 快递的包装也非常的严实 泡沫包裹全覆盖 一点都磕碰不到",预售V98Pro Box冰淇淋轴Pro 海盐
6,?看起来还不错，包装的很仔细，价格也非常公道，还会继续买买买！?超出预期，质量很好，已经收到啦，很不错，还有赠品，性价比太高啦，爱了爱了_(:з」&ang;)_,预售V98Pro 蒸汽波轴Pro 海盐
7,到手即用，耐用度：很好非常好 舒适度：键盘润滑很舒服，很好用 操作：键程短，反债快，打字声音小。gas结构，打字不黑 外观颜值：紫色，耐看，小清新。rgb灯光很好看，2.4g与有线反应速度一样，用起来很跟手。,预售V98Pro Box冰淇淋轴Pro 黑加仑
8,冰淇淋轴很丝滑，空格键不肉，很顺畅，键帽颜值对比微光，棉花糖一点都不逊色，电池容量大小目前是没有对手，重量很足，希望能把驱动升级更完整，功能更强大些，目前暂时没有发现短板，20多天的等待没浪费，期待彩虹航插线快点发货。全五星好评，一个月使用后再来追加评论。,预售V98Pro Box冰淇淋轴Pro 海盐
9,按键省力轻松，回弹还挺足的，手感我很喜欢，现在用着还不错，灯光搭配也相当好看，关灯看更加的炫，每天会用上玩几局游戏，灵敏度高，操作点击的反应力足够快，分量沉，放在桌上还蛮沉稳的，使用稳定不会移动位置，敲击声音适中，电竞氛围有了。,预定V98Pro 蒸汽波轴Pro 海盐
10,套件分量很足，看了一下，夹心棉，轴下垫，硅胶底垫，塞满了属于是，8000毫安大电池，vgn98属实是卷王之王了！从收到，开着灯用了一天了，依旧坚挺。,预售V98Pro Box冰淇淋轴Pro 海盐
1,"耐用度：很耐用
舒适度：爽，爽就完了，体验超级棒
操作难度：手感无敌了
外观颜值：帅炸了，超级喜欢这种配色
响应速度：蓝牙和无线反应都很快，基本看不到什么延迟，总体来说没有任何毛病。",预售V98Pro Box冰淇淋轴Pro 海盐
2,"键盘的包装很严实，气囊紧紧包着键盘，盒子没有破损，非常完美。

键盘盒子蛮简约的，键盘颜值满分，性价比也很好。轴体出厂润的不错，刚开始按键手感会有些不统一，用了一个小时就好了。手感很丝滑，回弹也很好，声音清脆好听。

因为还没打游戏，蓝牙和2.4G连接延迟感知不到，但对于我这种轻度游戏玩家肯定足够用了。键帽手感不错，也没遇到别人说的毛边问题。增补的空格挺好看的，反装比正装按起来更舒服些， 就是不知道键帽之后会不会打油。如果不急的话，这款键盘上车肯定不亏的。",预售V98Pro Box冰淇淋轴Pro 海盐
3,算是第一次买客制化键盘，键盘很好，打字声音很清脆。打字：特别好用，耐用度：非常好舒适度：键盘润滑很舒服，很好用操作难度：键程短，反馈快，打字声音小。人体工学设计，打字不累 外观颜值：海盐蓝紫配色，小清新，非常好看。rgb灯光很好看。 响应速度：反应很快，2.4g与有线反应速度很快。,预售V98Pro Box冰淇淋轴Pro 海盐
4,"舒适度：按起来特别清脆，舒服
外观颜值：海盐色清新明亮，特别简洁
响应速度：几乎没有延迟，响应速度快
性价比爆高的一款产品，没有任何问题，到手就开始用了，赠品也丰富，无脑入！",预售V98Pro 蒸汽波轴Pro 海盐
5,等了一阵时间到的货 个人感觉还是不错的 回弹跟手 声音好听 颜值很喜欢的 蒸汽波pro手感还是可以的 不枉我月底收到啊 值了！,预售V98Pro 蒸汽波轴Pro 海盐
6,"等了半个多月收到货十分的惊喜。这个价位的这个键盘绝对是卷王中的卷王。买了不吃亏！
舒适度：手感适中，因为是冰淇淋轴，声音比较小，也很安静。
外观颜值：海盐颜值yyds，还有自定义的rgb。
响应速度：1000hz的回报率很快。",预售V98Pro Box冰淇淋轴Pro 海盐
7,"8000毫安电池让键盘有的有点重，很耐用非常好操作，键程短，反馈快触发快，打字声音小。打字不累，海盐配色，小清新，非常好看。rgb灯光好看 ，反应很快，2.4g与有线反应速度差不多，用起来很顺手
外观颜值：很好看，颜色和配
舒适度：用着很舒服，手感不错",预售V98Pro Box冰淇淋轴Pro 海盐
8,"耐用度：料子很耐用，用料很厚实没有廉价的感觉
舒适度：按着也很舒服，打字音听着也可以
外观颜值：外观很好看，配色很清新
响应速度：速度很快蓝牙2.4G都是直接就连接上了，延迟也没有感觉到",预售V98Pro Box冰淇淋轴Pro 海盐
9,作为自己入手的第一款机械键盘，真的满足了我对于机械键盘的一切美好幻想，首先冰激凌轴的声音不是特别大，在宿舍用基本不会吵到别人，但是触感又很好，回弹也很有力，不会有按上去软趴趴的感觉；其次颜值也很在线，就算在不开灯的情况下也十分耐看，更不用说自带的丰富的rgb灯效了，打开以后让大晚上打电脑都变成了一种享受；与电脑可以三模连接，有线，无线和蓝牙连接都十分的稳定，用到现在没有断连过，切换也十分方便，总之就是非常的满意！！,预售V98Pro Box冰淇淋轴Pro 海盐
10,"耐用度：键盘做工非常好，感觉很厚实
舒适度：使用非常贴手，键程短
外观颜值：颜值非常高
响应速度：响应速度很快，润滑很好",预售V98Pro Box冰淇淋轴Pro 海盐
1,"整体来说很完美，后面也下单了御斧r108进行对比，对比之下果断选择了vgn。因为个人使用更多108，所以还需要适应。按键声挺清脆的，个人感觉比金粉舒服。
目前出现的问题，主要出现在：
1.键帽问题，透光度很低，在全黑环境下完全看不清字符。
2.小键盘区紧凑布局，按键0是小键位，刚接触这种布局容易误触",预售V98Pro Box冰淇淋轴Pro 海盐
2,"键盘收到了，用了两天之后才过来评，大体谈谈感受叭。
颜值方面:买的是黑加仑，喜欢这种黑白分明的，到手真的很惊艳，实物确实比图片要好康的多
手感:谈一下键帽和轴体叭，键帽触感很很棒，上手很舒服；冰淇淋轴pro真的很顺滑，大键调教的也很棒，现在是真的想留下自用了
虽然快递等的有点久叭，但是这波真的很值，一句话，真香！不愧是98年度卷王！",预售V98Pro Box冰淇淋轴Pro 黑加仑
3,"年货vgn v98pro等了20天终于收到了，喜欢紫色的我真的爱惨了，黑加仑这个配色实物真的太好看了叭。
三模热插拔RGB，gasket结构，pc 定位板，poron夹心棉，ixpe轴下垫，硅胶底棉，堆料拉满。
使用的凯华冰激凌pro轴体，顺滑，触底比较闷，声音不会很吵很好听。大键卫星轴调教得不错，手感均匀稳定也不觉得肉，适合到手即用。",预售V98Pro Box冰淇淋轴Pro 黑加仑
4,"耐用度：很好
舒适度：键盘按着很舒服，出厂润滑很不错，好用
操作难度：键程短，反应快，打字声音不大很好听
外观颜值：蓝紫配色很不错，灯光样式也很多，
响应速度：很快，基本没有延迟",预售V98Pro Box冰淇淋轴Pro 海盐
5,"外观颜值：这款海盐冰淇淋颜色非常清新好看，20种RGB灯光很炫酷，动力娘也很戳xp哈哈
舒适度：凯华冰淇淋轴的线性轴，手感非常丝滑，大键的卫星轴也很稳
响应速度：有线蓝牙2.4g都几乎没有延迟

再加上398的价格，不愧是2022年底键盘的卷王",预售V98Pro Box冰淇淋轴Pro 海盐
6,?古德古德，歪瑞古德，声音好听，键盘好看，按键舒服。收到立马打开看了一下，非常不错，质量超好，颜值又高?，推荐推荐?宝贝收到后很满意，外形颜色也很喜欢，挑选好多家，果然没看错，希望把好物分享给大家??大无语事件家人们！咱就是说，太好用了，狠狠的爱住了！宝贝特别喜欢，颜值高质量好，中看又中用，有需要的朋友不要犹豫了，最后祝商家生意兴隆！,预售V98Pro 蒸汽波轴Pro 黑加仑
7,"1舒适度：第一次买这种键盘，手感ok，
外观颜值：特意选的黑绿配色，到手了实际一看越看越对眼 
操作难度：直接上手就能用，完全ok 1
耐用度：很结实，应该能用很长时间了
键盘挺好，用着挺得劲用着挺好用的，这键盘如果有红轴的就好了，轴按键声清脆 灯光效果多样 只能用炫酷来形容，手感也好。不错 用着很舒服！性价比极高！",预售V98Pro Box冰淇淋轴Pro努巴尼源限定
8,"vgn98pro键盘，感觉还不错
心心念念的键盘收到了，抢到了现货还是很幸运
的，也用了几个星期了，感觉还不错。包装简单但保护得还不错，没有什么破损。里面配件齐全。以后想要替换的合适度不是很高。冰激凌
pro很顺滑，声音我小白也听不大出来，挺好的。",预定V98Pro Box冰淇淋轴Pro 黑加仑
9,"舒适度：键帽高度手感都不错 
外观颜值：塑料感较强 重量轻  质感差
耐用度：冰淇淋轴体很棒 消音也做的很好 空格润的太多了 肉的很",预售V98Pro Box冰淇淋轴Pro努巴尼源限定
10,"外观颜值：黑加仑配色十分耐看 外观也给人一种沉稳的感觉
响应速度：三模热插拔 大键调教的很好 码字和游戏都很舒服  
耐用度：pbt键帽 耐看还耐打油 到手很有分量的一把客制化键盘  脚撑也很稳 整体很奈斯的一把键盘
v98pro不愧为今年的一把卷王?",预售V98Pro 蒸汽波轴Pro 黑加仑
1,"十分给力到位到手即用。
耐用度：很好
舒适度：gasket结构很顺手，冰淇淋轴很好用操作难度：键程短，反馈快，打字声音小。人体工学设计，打字不累外观
颜值：海盐配色，小清新，非常好看。rgb灯光很好看，不会很晃眼，灯光种类丰富。
响应速度：反应很快，2.4g和蓝牙与有线反应速度差不多，用起来很顺手总体来说很棒
非常值得的，确实好用，大键也很好用，手感一流。",预售V98Pro Box冰淇淋轴Pro 海盐
2,太棒了！小白第一次入手机械键盘好喜欢啊，这个手感太舒服了，冰淇淋轴的打字音太爱了，做工和品质也很满意，本来还以为要月底收到了，没想到发货还挺快的，观望的小伙伴不要犹豫，到手绝对惊喜哟,预售V98Pro Box冰淇淋轴Pro 黑加仑
3,"耐用度：非常好舒适度：键盘已经经过润滑，很舒服，很好用。
操作难度：键程短，反馈快，打字声音小。人体工学设计，打字不累。
外观颜值：蓝紫配色，小清新，非常好看。 rgb 灯光很好看。
响应速度：反应很快，2.4g与有线反应速度差不多，用起来很顺手。
预售赠了个空格键帽，还有3个轴，一个拆卸器还有一根 type - C usb 的数据，希望国产越来越好",预售V98Pro Box冰淇淋轴Pro 海盐
4,"终于收到了，首先要说大键调教的很好，很整。
其余按键手感很顺滑，快速又省力，码字游戏都适合。
声音是我喜欢的那种，干脆，方向键声音还有些独特。
目前没发现什么问题，整体很满意，值得等待。",预售V98Pro Box冰淇淋轴Pro 海盐
5,从发货到收货只要一天时间，虽然等了20天。对于我来说办公室使用，可能性能过剩，但谁叫它性价比高呢！好用就完事了，请忽略电脑风扇声首 耐用度;很好很好非常好 舒适度;键盘润滑很舒服，很好用 操作难度;键程短，反债快，打字声音小。人休工学 设计，打宇不累 外观颜值 挺好 小清新，韭常好看。rgb灯光 很好看 响应速度;反应很快，24g 与有线反应速度差不多。,预售V98Pro 蒸汽波轴Pro 海盐
6,真的是非常完美的一款键盘，外观超级帅，冰淇淋轴的按键手感超级好，声音很好听，光效很不错，相比之下感觉我以前用过的那些键盘全是垃圾，准备等知秋轴上架，再买个知秋的段落轴试试,V98Pro Box冰淇淋轴Pro努巴尼源限定预售
7,"已使用了几天后的评价，作为我的第一款机械键盘，非常符合我的预期，是一款比较均衡的键盘，各个配置基本都拉满了。
整体机身质感挺好的，比较厚实，材质手感挺好的。
键帽做工不错，触感很好，颜色搭配好看。
按键整个行程没问题，力度很合适，声音也集中，消音材料有明显效果。
大键好用。
待机休眠后唤醒的第一次响应很快。
正常敲字时2.4g回馈很快，没感觉有时差，目前没有在游戏中使用体验过。",预售V98Pro 蒸汽波轴Pro 黑加仑
8,真的好用！耐用度：爽！舒适度：润滑到位，很好用 操作难度：反应快，声音小.打字不累，外观好看，可自定义。2.4g和有线差不多，用起来非常不错。强烈推荐！！！,预售V98Pro Box冰淇淋轴Pro努巴尼源限定
9,"舒适度：非常舒适。box冰淇淋pro使用起来声音很小很闷?手感很轻，很软，很糯，很顺滑。?
操作难度：简单易操作，不过听说挺难拆的??
外观颜值：海盐配色挺不错的，清新好看。??
耐用度：8000毫安电池续航确实可以?
响应速度：响应速度快。 2.4g接收感觉和有线差不多，基本没有延迟。?",预售V98Pro Box冰淇淋轴Pro 海盐
10,整体非常满意，一起买了两个键盘一个冰激凌轴一个知夏轴，当下我喜欢的两种轴就都齐了，线性轴顺滑，段落轴清脆，给大家听听我的大键音。,预售V98Pro Box冰淇淋轴Pro 黑加仑
1,性价比无敌，卫星轴国产第一梯队，键帽mda高度 我个人还是很喜欢的。声音一直性不错，稍显闷，但还是很带感的。外观设计不错 三模加收纳仓，功能也全，冲外观和功能，也值得入了。顺滑轴心稳定性高，一致性好。灯光也特别好看呢。,预售V98Pro Box冰淇淋轴Pro 海盐
2,"耐用度;很好
舒适度:很好用
操作难度:键程短，反馈快，打字声音小。人体工学设计，打字不累
外观颜值：蓝紫配色，小清新，非常好看。rgb灯光很好看
响应速度：反应很快，很顺手",预售V98Pro Box冰淇淋轴Pro 海盐
3,键盘手感还不错 办公室用 声音不大也不小 刚刚好  本以为抢的是现货结果是预售 就是预售等的好着急 1号37分付款 付款比较靠前的 11号拿到货 周末拿回家体验了一把 颜色搭配很喜欢 办公室同事也很喜欢 也准备下单了  让我惊喜的是 居然还有首发纪念赠品 满满的惊喜,预售V98Pro Box冰淇淋轴Pro 海盐
4,"买的预售，等了很久，收到货后就拆开用了，颜色很正，是我想要的颜色。键盘好用就完事了
响应速度：键程短，反应快，打字不累。
外观颜值：颜色清新，还能自己调键盘背光颜色。",预售V98Pro Box冰淇淋轴Pro 海盐
5,很好很好非常好 舒适度;键盘润滑很舒服键程短，反债快，打字声音小。打宇不累 外观颜值 挺好 rgb灯光 很好看 响应速度;反应很快，24g 与有线反应速度差不多,预定V98Pro Box冰淇淋轴Pro 海盐
6,"舒适度：非常舒服，声音比较小，适合在宿舍里面玩
操作难度：基本没有，上手就行
外观颜值：颜值不错，很洁净，挺喜欢的
响应速度：很快的，直接使用2.4G链接，没有感觉到延迟",预售V98Pro Box冰淇淋轴Pro 海盐
7,键盘很不错。小白直接退烧。灯光很酷，手感很好，键帽配色也很符合我的审美。我是冰激凌pro轴，打字声音不大，还很好听。三段式脚撑，3模，gasket，这个价无敌了。,预售V98Pro Box冰淇淋轴Pro 海盐
8,"耐用度：很不错?，电池完全够用
舒适度：键帽不起油，摸起来很舒服
操作难度：有说明书，介绍得很清楚
外观颜值：很耐看
响应速度：用蓝牙玩游戏感觉不到延迟。",预售V98Pro 蒸汽波轴Pro 海盐
9,"耐用度：上手质量非常不错
舒适度：新鲜的蒸汽波轴，可以看出vgn游戏动力还是有两把刷子的，视频可看出有点小麻将音了，这个轴非常之软，推荐打字党使用。键帽表面处理也非常的丝滑，使用舒适
外观颜值：海盐的颜值很耐打，拍出来字体可能有一点不清晰，但是实际使用已经很明显，并不费眼
操作难度：使用整体顺畅，2.4的连接也很棒总之目前无敌的一把键盘，看得出游戏动力把预算全放在键盘上了",预售V98Pro 蒸汽波轴Pro 海盐
10,"耐用度：399的三模 ，gasket结构 、这配置碓料 、可以说性价比很高了。
舒适度：用起来还不错 box冰淇淋轴 香喷喷
操作难度：简单易上手
外观颜值：海盐yyds 黑加仑也不错 各有千秋",预售V98Pro Box冰淇淋轴Pro 海盐
1,键盘非常nice，打字特别好用，键盘润滑很舒服，很好用，键程短，反馈快，限定配色非常好看，rgb灯光也很不错，两段式脚撑和隐藏接收器的设计很棒，很不错的一款键盘,预售V98Pro Box冰淇淋轴Pro努巴尼源限定
2,"耐用度：非常耐用
舒适度：手感很好
操作难度：操作简单
外观颜值：非常漂亮的键盘
响应速度：基本没有延迟",预售V98Pro Box冰淇淋轴Pro 海盐
3,"耐用度：目前来看键盘挺耐用
舒适度：很舒服，敲击感挺适合我
操作难度：问题不大
外观颜值：颜值很高，海盐外观",预售V98Pro Box冰淇淋轴Pro 海盐
4,"耐用度：好用
舒适度：超级舒适
外观颜值：nice
响应速度：非常快 三模不论哪个都很快

属于是性价比无敌了，好看又好用，打字非常舒服，堆料确实足，值得推荐！",预售V98Pro Box冰淇淋轴Pro 海盐
5,"外观颜值：颜值很高，海盐的配色也非常好看。
舒适度：很舒服
响应速度：很快，蓝牙和2.4g也感受不到任何延迟。
手感也非常好，冰淇淋pro轴非常好用，全pom材质，官方零售价甚至达到4元。
总之，键盘使用非常好。",预售V98Pro Box冰淇淋轴Pro 海盐
6,我觉得键盘非常好，成色很好，手感无敌，快递也非常快，昨天晚上发货的，今天下午就到了，总之，键盘非常好值得购买,预售V98Pro Box冰淇淋轴Pro 海盐
7,"耐用度：耐用，颜值高，手感好
舒适度：冰淇淋轴yyds，手感太舒服了
操作难度：上手体验好
外观颜值：外观颜值小清新风格，百搭耐看
响应速度：很快",预售V98Pro Box冰淇淋轴Pro 海盐
8,"操作难度：到手即用  大键调教的非常舒服  凯华的冰激淋box真没让人失望的   非常非常可以   打字爽翻
外观颜值：颜值实打实长在心上   黑加仑yyds好吧
耐用度：非常的不错   重量质感很好  属于不会让人失望的期间水桶
响应速度：2.4的无线不会让你失望 性价比拉满",预售V98Pro Box冰淇淋轴Pro 黑加仑
9,"这款机械键盘真的是好用，很漂亮,手感还非常棒,打字的时候声音也不大,键位回弹特别舒服,真的很喜欢，包装也很不错,附送的换健工具也很好用,以后DIY很方便,推荐!",预售V98Pro Box冰淇淋轴Pro 海盐
10,键盘整体颜值很不错 清新自然 而且手感很好 整体堆料厚实 性价比很高 键帽做工细腻 轴体丝滑 支持多种的链接模式很方便 总体来说是一把值得推荐的键盘 很满意这次的购物 有了这把键盘真的对于我学习有莫大的帮助,预售V98Pro Box冰淇淋轴Pro 海盐
1,"外观颜值：颜值超赞的
操作难度：操作丝滑
耐用度：三模热拔插，腻了还可以换轴玩，能用挺久感觉。
舒适度：大键声音给大家听一下",预售V98Pro Box冰淇淋轴Pro 海盐
2,"虽然还没拆，但感觉还行，希望不会翻车
。。。。。。。。。。。。",预售V98Pro Box冰淇淋轴Pro 黑加仑
3,期待已久的键盘终于到了，一到手就迫不及待试了试手感，真的是很棒，声音好听，按键利落干脆，键帽也不松动，外观也十分有气质，整体非常不错，没有辜负我的期待。,预售V98Pro 蒸汽波轴Pro 海盐
4,"耐用度：非常好
舒适度：很舒服 手感好
操作难度：操作简单 轴体素质高
外观颜值：灯光很亮 外观很喜欢
响应速度：响应速度很快 很跟手
真的是一款素质很高的键盘 性价比极高 推荐推荐！",预售V98Pro Box冰淇淋轴Pro 海盐
5,"虽然等了半个月，但是真的挺香的
舒适度：冰淇淋的手感很不错，声音还不错
外观颜值：蓝紫配色很好看，配上灯光很好看
响应速度：反应快，用起来顺手
操作难度：上手即可，驱动去官网下载
耐用度：8000毫安的电池，续航yyds",预售V98Pro Box冰淇淋轴Pro 海盐
6,超级好用 配色绝绝子 真的超级好用 连接极其迅速 电池贼耐用 赠送的东西也都很用心 没有一点毛病 超级合适 超级好用,预售V98Pro Box冰淇淋轴Pro努巴尼源限定
7,"耐用度：刚用一周目前一切正常

舒适度：键帽高度非常舒适，冰激淋轴体验很好，声音很集中。
外观颜值：海盐色的外观很漂亮，白色套件到后期也可以百搭键帽。
响应速度：蓝牙切换速度还是非常快的，但是休眠状态下需要点击键盘才能启用，目前到手打字偶尔会丢键，后续再慢慢观察吧。

总之键盘性价比极高，我是1号直播间入的，感觉还是很值。",预售V98Pro Box冰淇淋轴Pro 海盐
8,"疫情晚到手了几天，总体感觉还不错
耐用度：很好，很棒
舒适度：挺舒服的
操作难度：简单打字打游戏很棒
外观颜值：很好看，朋友们都觉得好看
响应速度：很快，三模都感觉很不错",预售V98Pro 蒸汽波轴Pro 海盐
9,等了快一个月总算到手了，非常漂亮，手感非常好，用起来很舒服，三种模式都非常好用。灯光照着说明书研究了会，也很棒。总之各方面都非常不错。,预售V98Pro Box冰淇淋轴Pro 黑加仑
10,键盘收到了，非常满意，外观漂亮，很有清新的感觉。而且按键什么的也很舒服，响应速度很快，感觉不到延迟，轴体不错，声音好听无杂音，送的东西很全，包括空格的增补键帽，我也很满意，用上之后颜值更上一个档次。总之，是一次很满意的购物，好评！,预售V98Pro 蒸汽波轴Pro 海盐
1,"外观颜值：满分?
耐用度：耐c
舒适度：舒服的冰淇淋轴声音很好
操作难度：没难度，舒服",预售V98Pro Box冰淇淋轴Pro 海盐
2,"响应速度：这把键盘上手体验极佳键程较短回馈快，静音效果不错。
耐用度：8000的超大电池，续航很强
舒适度：键帽pbt材质，触感舒服，字迹清晰，mda高度，人体工学设计，打字不累。
外观颜值：黑加仑配色，沉稳，我觉得是最好看的配色。

拿到手后的实际体验真是远超我的预期，这个价位直接冲就完事了！",预售V98Pro Box冰淇淋轴Pro 黑加仑
3,键盘很不错，性价比很高，黑加仑配色很好看，蒸汽波pro声音好听，大键到手即用，完美下车,预售V98Pro 蒸汽波轴Pro 黑加仑
4,"外观颜值：挺好看的，也耐脏
响应速度：很快，按下去就可以触发
操作难度：挺简单，有单独的物理切换开关
舒适度：按起来挺舒服的，手感很好
耐用度：应该很耐用，毕竟机械键盘都挺耐用",预售V98Pro Box冰淇淋轴Pro努巴尼源限定
5,收到后立刻打开试了试，非常舒服，综合下来没有翻车，同时在用金粉和mx冰薄荷，个人比较喜欢这个轴的声音和手感，未来一段时间码字的主力键盘了，游戏动力这波真的可以！,预售V98Pro Box冰淇淋轴Pro 海盐
6,"耐用度：非常好，用起来很舒服， 舒适度：非常好，很舒服，不会觉得累
操作难度：简单易上手
外观颜值：颜值非常经典，质感非常好，不劣质
响应速度：无线也非常快几乎没有延迟，反应嘎嘎迅速
舒适度：舒适除非高，用起来很舒服",预售V98Pro Box冰淇淋轴Pro 黑加仑
7,"外观颜值：非常棒，很清新的感觉
舒适度：冰淇淋轴真的非常软，长时间打字也不会累
耐用度：用一段时间后再来追评",预售V98Pro Box冰淇淋轴Pro 海盐
8,"耐用度：非常好
舒适度：好用极了
操作难度：操作难度适中，键盘很好 符合单手操控 但是一些需要组合键的游戏玩起来会比较反人类，需要自己手动编程，客服虽然懂得不是很多，但是服务态度很好，可以第一时间给我解答，物流也很快，颜值蛮高的
外观颜值：外观很好看，颜值很高，真的好用
响应速度：响应速度很快，2.4g连接也很快，没什么延迟，买的第二个机械键盘，第一个是黑轴的，玩游戏还行，现在工作了码字比较多又追求节奏感，就入了青轴，好价位，好质量，除了FN剩下的全键都可以自定义，包括自定义宏或者改键，非常棒了。貌似还支持蓝牙连接，但我是拿来给PS4转换器用的，所以就用不到蓝牙了",预售V98Pro 蒸汽波轴Pro 黑加仑
9,整体感觉下来下来非常好，蒸汽波我还拆开看了下，没啥问题，声音响亮，顺滑度不错，上手敲的感觉超值这个价位的。键帽整体品质过关，不会有什么塑料感，质感强，整体做工非常不错的。大键调教得出色，很什么好改的。新手入门强力推荐。,预售V98Pro 蒸汽波轴Pro 黑加仑
10,"耐用度：非常nice手感很好，电池很大
舒适度：打字起来很舒适，玩游戏舒适
外观颜值：海盐加上自定义背光好看
响应速度：很快目前2.4和蓝牙都很快
性价比超高，等了十多天",预售V98Pro Box冰淇淋轴Pro 海盐
1,等了足足半个月终于收到货了?，赶紧去快递站拿了上手一番，手感上，可能平时青轴用习惯了，感觉很轻，声音听起来也很舒适，没以前那么吵了，三模也试了，说实话用起来真的很方便，灯光也很炫，有很多模式，总的来说还是一把十分不错的键盘。,预售V98Pro Box冰淇淋轴Pro 海盐
2,键盘刚到手感觉很有重量，质感还是不错的，再注意注意细节就更好了，第一次用冰淇淋轴，轴润的还是不错的，声音还很好听，因为爱玩游戏就选择了偏向电竞配色的努巴尼源，rgb配上这个色在晚上绝配，总体感受是很好的，安全下车,预售V98Pro Box冰淇淋轴Pro努巴尼源限定
3,"耐用度：键盘很结实，摸起来材质很舒服很丝滑
舒适度：像牵着女孩子的嫩手一样
操作难度：新架构很好适应
外观颜值：肥肠的好康
响应速度：三种连接模式都挺快的，但是建议游戏还是无线和有线，蓝牙有一定延迟适合办公不适合游戏",预售V98Pro Box冰淇淋轴Pro 海盐
4,"舒适度：非常好，冰淇淋轴体，按键反馈明显，手感很舒服
操作难度：操作简单，提供定制的改灯指导和按键定制指导
外观颜值：3拼的颜色，很好看
另外送了一个空格键和备用轴，服务非常到位，一次很值得的购物",预售V98Pro Box冰淇淋轴Pro 海盐
5,"舒适度：触摸起来很舒服，键程短，反馈快，比较静音
操作难度：几个模式连接都很快
外观颜值：黑加仑配色，清新耐看
耐用度：质感很好，性价比很高",预售V98Pro Box冰淇淋轴Pro 黑加仑
6,"舒适度：不错，很好。键盘打字手感舒服。
外观颜值：好看，黑色与绿色配合，不喜欢也可以自己换
响应速度：很快，没问题
操作难度：容易，简单
耐用度：没问题啊",预定V98Pro Box冰淇淋轴Pro努巴尼源限定
7,"耐用度：不错
舒适度：手感特别高，这个轴体很舒服，性价比很高
外观颜值：外观很好看，很有分量
响应速度：手感好，很好的键盘",预售V98Pro 蒸汽波轴Pro 黑加仑
8,"耐用度：挺不错的 hifi
舒适度：键盘大建声很不错 棉花糖轴也好用
操作难度：插上就用很好
外观颜值：海盐真的好看
响应速度：线性轴 相应很快 办公室用也不吵",预售V98Pro Box冰淇淋轴Pro 海盐
9,"耐用度：很好
舒适度：打字很舒服
操作难度：键程短，打字也不累
外观颜值：外观海盐配色非常的喜欢
响应速度：响应挺快的，打字手感很舒服",预定V98Pro Box冰淇淋轴Pro 黑加仑
10,虽然过了20天才拿到键盘，不过键盘到手的那一刻还是觉得20天的等待还是值得的，按键声音很小，键帽触感很舒服，灯光效果很亮丽，看上去赏心悦目，也没啥小毛病，算是安全上车了。,预售V98Pro Box冰淇淋轴Pro 海盐
1,我不是发烧友，只是单纯的喜欢看键盘圈的，听说这款是卷王，就下单买一个试试，因为疫情本来早就到了的结果没有送到，今天才拿到，开箱后马上上手使用，感受真的比我旧的好，声音也好听，我有两个键盘61的87的，这款刚好补充了我没有带数字键的，完美，反正又好看，打字声音也好听，比我前两个键盘都好看，嘿嘿嘿，强烈推荐！！！,预售V98Pro Box冰淇淋轴Pro 海盐
2,这个黑绿配色真好看，十分赛博朋克。键盘也是我心中完美的摸样：高端轴体，有设计感的键帽，紧凑配列，第一梯队的大键，三模RGB。应有尽有，卷王名负其实。,预售V98Pro Box冰淇淋轴Pro努巴尼源限定
3,收到货很惊喜，包装十分到位，无论是初步的触感、 手感还是实际的使用体验都很惊艳，冰淇淋轴还是很顺滑，对于一直用黑轴的我来说，触感非常轻盈，很舒服，无论是用来打游戏还是办公都很合适，性价比拉满。,预售V98Pro Box冰淇淋轴Pro 黑加仑
